Mod:Item:MetaData, Localized Name
adchimneys:hardened_clay_stained_lime:2, Lime Terracotta Pump
adchimneys:hardened_clay_stained_magenta:0, Magenta Terracotta Chimney
adchimneys:hardened_clay_stained_magenta:1, Magenta Terracotta Vent
adchimneys:hardened_clay_stained_magenta:2, Magenta Terracotta Pump
adchimneys:hardened_clay_stained_orange:0, Orange Terracotta Chimney
adchimneys:hardened_clay_stained_orange:1, Orange Terracotta Vent
adchimneys:hardened_clay_stained_orange:2, Orange Terracotta Pump
adchimneys:hardened_clay_stained_pink:0, Pink Terracotta Chimney
adchimneys:hardened_clay_stained_pink:1, Pink Terracotta Vent
adchimneys:hardened_clay_stained_pink:2, Pink Terracotta Pump
adchimneys:hardened_clay_stained_purple:0, Purple Terracotta Chimney
adchimneys:hardened_clay_stained_purple:1, Purple Terracotta Vent
adchimneys:hardened_clay_stained_purple:2, Purple Terracotta Pump
adchimneys:hardened_clay_stained_red:0, Red Terracotta Chimney
adchimneys:hardened_clay_stained_red:1, Red Terracotta Vent
adchimneys:hardened_clay_stained_red:2, Red Terracotta Pump
adchimneys:hardened_clay_stained_silver:0, Light Gray Terracotta Chimney
adchimneys:hardened_clay_stained_silver:1, Light Gray Terracotta Vent
adchimneys:hardened_clay_stained_silver:2, Light Gray Terracotta Pump
adchimneys:hardened_clay_stained_white:0, White Terracotta Chimney
adchimneys:hardened_clay_stained_white:1, White Terracotta Vent
adchimneys:hardened_clay_stained_white:2, White Terracotta Pump
adchimneys:hardened_clay_stained_yellow:0, Yellow Terracotta Chimney
adchimneys:hardened_clay_stained_yellow:1, Yellow Terracotta Vent
adchimneys:hardened_clay_stained_yellow:2, Yellow Terracotta Pump
adchimneys:iron_block:0, Iron Chimney
adchimneys:iron_block:1, Iron Vent
adchimneys:iron_block:2, Iron Pump
adchimneys:lapis_block:0, Lapis Lazuli Chimney
adchimneys:lapis_block:1, Lapis Lazuli Vent
adchimneys:lapis_block:2, Lapis Lazuli Pump
adchimneys:magma:0, Magma Chimney
adchimneys:magma:1, Magma Vent
adchimneys:magma:2, Magma Pump
adchimneys:nether_brick:0, Nether Brick Chimney
adchimneys:nether_brick:1, Nether Brick Vent
adchimneys:nether_brick:2, Nether Brick Pump
adchimneys:nether_wart_block:0, Nether Wart Chimney
adchimneys:nether_wart_block:1, Nether Wart Vent
adchimneys:nether_wart_block:2, Nether Wart Pump
adchimneys:netherrack:0, Netherrack Chimney
adchimneys:netherrack:1, Netherrack Vent
adchimneys:netherrack:2, Netherrack Pump
adchimneys:obsidian:0, Obsidian Chimney
adchimneys:obsidian:1, Obsidian Vent
adchimneys:obsidian:2, Obsidian Pump
adchimneys:prismarine_rough:0, Prismarine Chimney
adchimneys:prismarine_rough:1, Prismarine Vent
adchimneys:prismarine_rough:2, Prismarine Pump
adchimneys:prismarine_bricks:0, Prismarine Brick Chimney
adchimneys:prismarine_bricks:1, Prismarine Brick Vent
adchimneys:prismarine_bricks:2, Prismarine Brick Pump
adchimneys:prismarine_dark:0, Dark Prismarine Chimney
adchimneys:prismarine_dark:1, Dark Prismarine Vent
adchimneys:prismarine_dark:2, Dark Prismarine Pump
adchimneys:purpur_block:0, Purpur Chimney
adchimneys:purpur_block:1, Purpur Vent
adchimneys:purpur_block:2, Purpur Pump
adchimneys:quartz_block_chiseled:0, Chiseled Quartz Chimney
adchimneys:quartz_block_chiseled:1, Chiseled Quartz Vent
adchimneys:quartz_block_chiseled:2, Chiseled Quartz Pump
adchimneys:quartz_block_lines:0, Pillar Quartz Chimney
adchimneys:quartz_block_lines:1, Pillar Quartz Vent
adchimneys:quartz_block_lines:2, Pillar Quartz Pump
adchimneys:quartz_block_side:0, Quartz Chimney
adchimneys:quartz_block_side:1, Quartz Vent
adchimneys:quartz_block_side:2, Quartz Pump
adchimneys:red_nether_brick:0, Red Nether Brick Chimney
adchimneys:red_nether_brick:1, Red Nether Brick Vent
adchimneys:red_nether_brick:2, Red Nether Brick Pump
adchimneys:red_sandstone_carved:0, Chiseled Red Sandstone Chimney
adchimneys:red_sandstone_carved:1, Chiseled Red Sandstone Vent
adchimneys:red_sandstone_carved:2, Chiseled Red Sandstone Pump
adchimneys:red_sandstone_normal:0, Red Sandstone Chimney
adchimneys:red_sandstone_normal:1, Red Sandstone Vent
adchimneys:red_sandstone_normal:2, Red Sandstone Pump
adchimneys:red_sandstone_smooth:0, Smooth Red Sandstone Chimney
adchimneys:red_sandstone_smooth:1, Smooth Red Sandstone Vent
adchimneys:red_sandstone_smooth:2, Smooth Red Sandstone Pump
adchimneys:sandstone_carved:0, Chiseled Sandstone Chimney
adchimneys:sandstone_carved:1, Chiseled Sandstone Vent
adchimneys:sandstone_carved:2, Chiseled Sandstone Pump
adchimneys:sandstone_normal:0, Sandstone Chimney
adchimneys:sandstone_normal:1, Sandstone Vent
adchimneys:sandstone_normal:2, Sandstone Pump
adchimneys:sandstone_smooth:0, Smooth Sandstone Chimney
adchimneys:sandstone_smooth:1, Smooth Sandstone Vent
adchimneys:sandstone_smooth:2, Smooth Sandstone Pump
adchimneys:sea_lantern:0, Sea Lantern Chimney
adchimneys:soul_sand:0, Soul Sand Chimney
adchimneys:soul_sand:1, Soul Sand Vent
adchimneys:soul_sand:2, Soul Sand Pump
adchimneys:stone:0, Stone Chimney
adchimneys:stone:1, Stone Vent
adchimneys:stone:2, Stone Pump
adchimneys:stone_andesite:0, Andesite Chimney
adchimneys:stone_andesite:1, Andesite Vent
adchimneys:stone_andesite:2, Andesite Pump
adchimneys:stone_andesite_smooth:0, Polished Andesite Chimney
adchimneys:stone_andesite_smooth:1, Polished Andesite Vent
adchimneys:stone_andesite_smooth:2, Polished Andesite Pump
adchimneys:stone_diorite:0, Diorite Chimney
adchimneys:stone_diorite:1, Diorite Vent
adchimneys:stone_diorite:2, Diorite Pump
adchimneys:stone_diorite_smooth:0, Polished Diorite Chimney
adchimneys:stone_diorite_smooth:1, Polished Diorite Vent
adchimneys:stone_diorite_smooth:2, Polished Diorite Pump
adchimneys:stone_granite:0, Granite Chimney
adchimneys:stone_granite:1, Granite Vent
adchimneys:stone_granite:2, Granite Pump
adchimneys:stone_granite_smooth:0, Polished Granite Chimney
adchimneys:stone_granite_smooth:1, Polished Granite Vent
adchimneys:stone_granite_smooth:2, Polished Granite Pump
adchimneys:stonebrick:0, Stone Brick Chimney
adchimneys:stonebrick:1, Stone Brick Vent
adchimneys:stonebrick:2, Stone Brick Pump
adchimneys:stonebrick_mossy:0, Mossy Stone Brick Chimney
adchimneys:stonebrick_mossy:1, Mossy Stone Brick Vent
adchimneys:stonebrick_mossy:2, Mossy Stone Brick Pump
adchimneys:stonebrick_cracked:0, Cracked Stone Brick Chimney
adchimneys:stonebrick_cracked:1, Cracked Stone Brick Vent
adchimneys:stonebrick_cracked:2, Cracked Stone Brick Pump
adchimneys:cokebrick:0, Coke Brick Chimney
adchimneys:cokebrick:1, Coke Brick Vent
adchimneys:cokebrick:2, Coke Brick Pump
adchimneys:blastbrick:0, Blast Brick Chimney
adchimneys:blastbrick:1, Blast Brick Vent
adchimneys:blastbrick:2, Blast Brick Pump
adchimneys:charred_nether_brick:0, Charred Nether Brick Chimney
adchimneys:charred_nether_brick:1, Charred Nether Brick Vent
adchimneys:charred_nether_brick:2, Charred Nether Brick Pump
adchimneys:elder_prismarine_brick:0, Elder Prismarine Brick Chimney
adchimneys:elder_prismarine_brick:1, Elder Prismarine Brick Vent
adchimneys:elder_prismarine_brick:2, Elder Prismarine Brick Pump
adchimneys:magma_brick:0, Magma Bricks Chimney
adchimneys:magma_brick:1, Magma Bricks Vent
adchimneys:magma_brick:2, Magma Bricks Pump
adchimneys:polished_netherrack_brick:0, Netherwrought Brick Chimney
adchimneys:polished_netherrack_brick:1, Netherwrought Brick Vent
adchimneys:polished_netherrack_brick:2, Netherwrought Brick Pump
adchimneys:red_sandstone_brick:0, Red Sandstone Brick Chimney
adchimneys:red_sandstone_brick:1, Red Sandstone Brick Vent
adchimneys:red_sandstone_brick:2, Red Sandstone Brick Pump
adchimneys:sandstone_brick:0, Sandstone Brick Chimney
adchimneys:sandstone_brick:1, Sandstone Brick Vent
adchimneys:sandstone_brick:2, Sandstone Brick Pump
adchimneys:sandy_brick:0, Sandy Brick Chimney
adchimneys:sandy_brick:1, Sandy Brick Vent
adchimneys:sandy_brick:2, Sandy Brick Pump
adchimneys:snow_brick:0, Snow Brick Chimney
adchimneys:snow_brick:1, Snow Brick Vent
adchimneys:snow_brick:2, Snow Brick Pump
adchimneys:soul_sandstone_brick:0, Soul Sandstone Brick Chimney
adchimneys:soul_sandstone_brick:1, Soul Sandstone Brick Vent
adchimneys:soul_sandstone_brick:2, Soul Sandstone Brick Pump
adchimneys:stone_andesite_brick:0, Andesite Brick Chimney
adchimneys:stone_andesite_brick:1, Andesite Brick Vent
adchimneys:stone_andesite_brick:2, Andesite Brick Pump
adchimneys:stone_basalt_brick:0, Basalt Brick Chimney
adchimneys:stone_basalt_brick:1, Basalt Brick Vent
adchimneys:stone_basalt_brick:2, Basalt Brick Pump
adchimneys:stone_diorite_brick:0, Diorite Brick Chimney
adchimneys:stone_diorite_brick:1, Diorite Brick Vent
adchimneys:stone_diorite_brick:2, Diorite Brick Pump
adchimneys:stone_granite_brick:0, Granite Brick Chimney
adchimneys:stone_granite_brick:1, Granite Brick Vent
adchimneys:stone_granite_brick:2, Granite Brick Pump
adchimneys:stone_limestone_brick:0, Limestone Brick Chimney
adchimneys:stone_limestone_brick:1, Limestone Brick Vent
adchimneys:stone_limestone_brick:2, Limestone Brick Pump
adchimneys:stone_marble_brick:0, Marble Brick Chimney
adchimneys:stone_marble_brick:1, Marble Brick Vent
adchimneys:stone_marble_brick:2, Marble Brick Pump
adchimneys:cobblestone_fire:0, Brimstone Chimney
adchimneys:cobblestone_fire:1, Brimstone Vent
adchimneys:cobblestone_fire:2, Brimstone Pump
adchimneys:cobblestone_icy:0, Permafrost Chimney
adchimneys:cobblestone_icy:1, Permafrost Vent
adchimneys:cobblestone_icy:2, Permafrost Pump
adchimneys:iron_plate:0, Iron Plate Chimney
adchimneys:iron_plate:1, Iron Plate Vent
adchimneys:iron_plate:2, Iron Plate Pump
adchimneys:iron_plate_rusted:0, Rusty Iron Plate Chimney
adchimneys:iron_plate_rusted:1, Rusty Iron Plate Vent
adchimneys:iron_plate_rusted:2, Rusty Iron Plate Pump
adchimneys:stone_marble:0, Marble Chimney
adchimneys:stone_marble:1, Marble Vent
adchimneys:stone_marble:2, Marble Pump
adchimneys:stone_marble_smooth:0, Polished Marble Chimney
adchimneys:stone_marble_smooth:1, Polished Marble Vent
adchimneys:stone_marble_smooth:2, Polished Marble Pump
adchimneys:smoker, Smoker
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, Input Hatch
libvulpes:hatch:1, Output Hatch
libvulpes:hatch:2, Fluid Input Hatch
libvulpes:hatch:3, Fluid Output Hatch
libvulpes:placeholder, Machine
libvulpes:structuremachine, Machine Structure
libvulpes:advstructuremachine, Advanced Machine Structure
libvulpes:creativepowerbattery, Creative Power Input Plug
libvulpes:forgepowerinput, Power Input Plug
libvulpes:forgepoweroutput, Power Output Plug
libvulpes:coalgenerator, Coal Generator
libvulpes:motor, Motor
libvulpes:advancedmotor, Advanced Motor
libvulpes:enhancedmotor, Enhanced Motor
libvulpes:elitemotor, Elite Motor
libvulpes:productdust:0, material.Dilithium.name Dust
libvulpes:productdust:1, Iron Dust
libvulpes:productdust:2, Gold Dust
libvulpes:productdust:3, Silicon Dust
libvulpes:productdust:4, Copper Dust
libvulpes:productdust:5, Tin Dust
libvulpes:productdust:6, Steel Dust
libvulpes:productdust:7, Titanium Dust
libvulpes:productdust:9, Aluminum Dust
libvulpes:productdust:10, Iridium Dust
libvulpes:productingot:3, Silicon Ingot
libvulpes:productingot:4, Copper Ingot
libvulpes:productingot:5, Tin Ingot
libvulpes:productingot:6, Steel Ingot
libvulpes:productingot:7, Titanium Ingot
libvulpes:productingot:9, Aluminum Ingot
libvulpes:productingot:10, Iridium Ingot
libvulpes:productgem:0, material.Dilithium.name Crystal
libvulpes:productboule:3, Silicon Boule
libvulpes:productnugget:3, Silicon Nugget
libvulpes:productnugget:4, Copper Nugget
libvulpes:productnugget:5, Tin Nugget
libvulpes:productnugget:6, Steel Nugget
libvulpes:productnugget:7, Titanium Nugget
libvulpes:productnugget:9, Aluminum Nugget
libvulpes:productnugget:10, Iridium Nugget
libvulpes:productplate:1, Iron Plate
libvulpes:productplate:2, Gold Plate
libvulpes:productplate:3, Silicon Plate
libvulpes:productplate:4, Copper Plate
libvulpes:productplate:5, Tin Plate
libvulpes:productplate:6, Steel Plate
libvulpes:productplate:7, Titanium Plate
libvulpes:productplate:9, Aluminum Plate
libvulpes:productplate:10, Iridium Plate
libvulpes:productrod:1, Iron Rod
libvulpes:productrod:4, Copper Rod
libvulpes:productrod:6, Steel Rod
libvulpes:productrod:7, Titanium Rod
libvulpes:productrod:10, Iridium Rod
libvulpes:productfan:6, Steel Fan
libvulpes:productsheet:1, Iron Sheet
libvulpes:productsheet:4, Copper Sheet
libvulpes:productsheet:6, Steel Sheet
libvulpes:productsheet:7, Titanium Sheet
libvulpes:productsheet:9, Aluminum Sheet
libvulpes:productgear:6, Steel Gear
libvulpes:productgear:7, Titanium Gear
libvulpes:ore0:0, material.Dilithium.name Ore
libvulpes:ore0:4, Copper Ore
libvulpes:ore0:5, Tin Ore
libvulpes:ore0:8, Rutile Ore
libvulpes:ore0:9, Aluminum Ore
libvulpes:ore0:10, Iridium Ore
libvulpes:metal0:4, Copper Block
libvulpes:metal0:5, Tin Block
libvulpes:metal0:6, Steel Block
libvulpes:metal0:7, Titanium Block
libvulpes:metal0:9, Aluminum Block
libvulpes:metal0:10, Iridium Block
libvulpes:coil0:2, Gold Coil
libvulpes:coil0:4, Copper Coil
libvulpes:coil0:7, Titanium Coil
libvulpes:coil0:9, Aluminum Coil
libvulpes:coil0:10, Iridium Coil
advancedrocketry:concrete, Concrete
advancedrocketry:blastbrick, HeatProof Brick
advancedrocketry:structuretower, Structure Tower
advancedrocketry:blocklens, Lens
advancedrocketry:solarpanel, Solar Panel
advancedrocketry:solararraypanel, Solar Array Panel
advancedrocketry:sawblade, Saw Blade Assembly
advancedrocketry:platepress, Small Plate Presser
advancedrocketry:forcefieldprojector, Force Field Projector
advancedrocketry:forcefield, Force Field
advancedrocketry:vacuumlaser, Vacuum-Chamber High Power Laser Emitter
advancedrocketry:blockpump, Pollutant Pump
advancedrocketry:suitworkstation, Suit Workstation
advancedrocketry:liquidtank, Pressurized Tank
advancedrocketry:solargenerator, Solar Generator
advancedrocketry:wirelesstransciever, Wireless Transceiver
advancedrocketry:arcfurnace, Electric Arc Furnace
advancedrocketry:rollingmachine, Rolling Machine
advancedrocketry:lathe, Lathe
advancedrocketry:crystallizer, Crystallizer
advancedrocketry:cuttingmachine, Cutting Machine
advancedrocketry:precisionassemblingmachine, Precision Assembler
advancedrocketry:electrolyser, Electrolyser
advancedrocketry:chemicalreactor, Chemical Reactor
advancedrocketry:precisionlaseretcher, Precision Laser Etcher
advancedrocketry:observatory, Observatory
advancedrocketry:planetanalyser, Astrobody Data Processor
advancedrocketry:centrifuge, Centrifuge
advancedrocketry:satellitebuilder, Satellite Builder
advancedrocketry:blackholegenerator, Black Hole Generator
advancedrocketry:microwavereciever, Microwave Receiver
advancedrocketry:solararray, Solar Array
advancedrocketry:warpcore, Warp Core
advancedrocketry:beacon, Beacon
advancedrocketry:biomescanner, Biome Scanner
advancedrocketry:railgun, Railgun
advancedrocketry:spaceelevatorcontroller, Space Elevator
advancedrocketry:terraformer, Atmosphere Terraformer
advancedrocketry:gravitymachine, Area Gravity Controller
advancedrocketry:spacelaser, Orbital Laser Drill
advancedrocketry:launchpad, Launch Pad
advancedrocketry:landingpad, Docking Pad
advancedrocketry:stationmarker, Station Docking Port
advancedrocketry:seat, Seat
advancedrocketry:rocketmotor, Monopropellant Rocket Engine
advancedrocketry:bipropellantrocketmotor, Bipropellant Rocket Engine
advancedrocketry:advrocketmotor, Advanced Monopropellant Rocket Engine
advancedrocketry:advbipropellantrocketmotor, Advanced Bipropellant Rocket Engine
advancedrocketry:nuclearrocketmotor, Nuclear Thermal Rocket Engine
advancedrocketry:fueltank, Monopropellant Fuel Tank
advancedrocketry:bipropellantfueltank, Bipropellant Fuel Tank
advancedrocketry:oxidizerfueltank, Oxidizer Fuel Tank
advancedrocketry:nuclearfueltank, Nuclear Thermal Working Fluid Tank
advancedrocketry:nuclearcore, Nuclear Thermal Fission Core
advancedrocketry:guidancecomputer, Guidance Computer
advancedrocketry:intake, Gas Intake
advancedrocketry:drill, Drill
advancedrocketry:landingfloat, Landing Float
advancedrocketry:rocketbuilder, Rocket Assembling Machine
advancedrocketry:stationbuilder, Space Station Assembler
advancedrocketry:deployablerocketbuilder, Unmanned Vehicle Assembler
advancedrocketry:loader:0, Data Bus
advancedrocketry:loader:1, Satellite Bay
advancedrocketry:loader:2, Rocket Unloader
advancedrocketry:loader:3, Rocket Loader
advancedrocketry:loader:4, Rocket Fluid Unloader
advancedrocketry:loader:5, Rocket Fluid Loader
advancedrocketry:loader:6, Guidance Computer Access Hatch
advancedrocketry:fuelingstation, Fueling station
advancedrocketry:monitoringstation, Rocket Monitoring Station
advancedrocketry:satellitecontrolcenter, Satellite Terminal
advancedrocketry:warpmonitor, Warp Controller
advancedrocketry:orientationcontroller, Orientation Controller
advancedrocketry:gravitycontroller, Station Gravity Controller
advancedrocketry:altitudecontroller, Altitude Controller
advancedrocketry:planetselector, Planet Selector
advancedrocketry:planetholoselector, Holographic Planet Selector
advancedrocketry:oxygenscrubber, CO2 Scrubber
advancedrocketry:oxygenvent, Oxygen Vent
advancedrocketry:oxygencharger, Gas Charge Pad
advancedrocketry:oxygendetection, Atmosphere Detector
advancedrocketry:pipesealer, Pipe Seal
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:unlittorch, Extinguished Torch
advancedrocketry:thermitetorch, Thermite Torch
advancedrocketry:circlelight, Station Light
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:moonturf, Moon Turf
advancedrocketry:moonturf_dark, Dark Moon Turf
advancedrocketry:hotturf, Oxidized Ferric Sand
advancedrocketry:basalt, Basalt
advancedrocketry:geode, Geode Block
advancedrocketry:crystal:0, Violet Crystal Block
advancedrocketry:crystal:1, Blue Crystal Block
advancedrocketry:crystal:2, Green Crystal Block
advancedrocketry:crystal:3, Red Crystal Block
advancedrocketry:crystal:4, Yellow Crystal Block
advancedrocketry:crystal:5, Orange Crystal Block
advancedrocketry:vitrifiedsand, Vitrified Sand
advancedrocketry:charcoallog, Charcoal Log
advancedrocketry:electricmushroom, Electric Mushroom
advancedrocketry:alienwood, Lightwood Wood
advancedrocketry:alienleaves, Lightwood Leaves
advancedrocketry:aliensapling, Lightwood Sapling
advancedrocketry:planks, Lightwood planks
advancedrocketry:productdust:0, Titanium Aluminide Dust
advancedrocketry:productdust:1, Titanium Iridium Alloy Dust
advancedrocketry:productingot:0, Titanium Aluminide Ingot
advancedrocketry:productingot:1, Titanium Iridium Alloy Ingot
advancedrocketry:productnugget:0, Titanium Aluminide Nugget
advancedrocketry:productnugget:1, Titanium Iridium Alloy Nugget
advancedrocketry:productplate:0, Titanium Aluminide Plate
advancedrocketry:productplate:1, Titanium Iridium Alloy Plate
